id,title,company,city,remote,published_at,skills,url,requirements,conditions,employment,salary_to,currency,salary_from,remote_work,experience_years,requirements_techs,conditions_techs,all_techs,salary_estimated,salary_rub,salary_category,experience_category,seniority_level,job_function,skills_count,city_original,employment_original
1000157474,TeamLead (Go/Python Developer),Okko,Москва,True,2025-04-24 13:32:58+03:00,"redis, kubernetes, kafka, Golang, принципов чистого кода и проектирования, опыт работы с kafka, Бэкенд разработчик, проектирования api, clickhouse и airflow, postgresql, Ведущий (Lead)",https://career.habr.com/vacancies/1000157474,"Опыт коммерческой разработки на Go от 5 лет в высоконагруженных проектах: глубокое понимание горутин, каналов, стандартной библиотеки, профайлинга и отладки. Опыт руководства небольшой командой (3–5 человек): постановка задач, менторство и развитие, проведение ретроспектив и планёрок. Понимание особенностей высоконагруженной архитектуры: как работает балансировка трафика, очереди и таймауты в брокерах, где может возникать узкое место. Готовность развивать и масштабировать экспертизу в Go внутри команды: обучать, внедрять best practices, выстраивать культуру разработки. Навыки проектирования API, опыт работы с Kafka, Redis, PostgreSQL, ClickHouse и Airflow. Уверенное знание принципов чистого кода и проектирования: модульность, читаемость, явность зависимостей (OOP и SOLID — для Python, idiomatic Go — для Go) Будет плюсом: Опыт разработки в Python (Flask/FastAPI) — достаточно понимать текущий код и участвовать в поддержке. Опыт миграции с одного языка на другой Опыт работы с Kubernetes. Понимание CI/CD‑практик (Jenkins, GitLab CI/CD или аналогичные).","И чем предстоит заниматься: Руководить командой из четырех разработчиков: ставить задачи, вести код‑ревью, наставлять и развивать сильные стороны каждого; Планировать и проводить поэтапную миграцию критичных к высокой нагрузке микросервисов с Python на Go без остановки продуктовой разработки; Проектировать архитектуру новых и существующих сервисов; Гарантировать высокую надёжность и отказоустойчивость: анализировать метрики, делать профайлинг, участвовать в инцидент‑менеджменте; Взаимодействовать с бизнесом, DevOps, Data Science и другими командами для согласования требований; Полный цикл разработки: от формулировки задач и дизайна до запуска в продакшен и поддержки.",Санкт-Петербург,,,,True,,"проектирования api, опыт работы с kafka, airflow, python, clickhouse, go, kafka, postgresql, flask, kubernetes, redis, clickhouse и airflow, ci/cd, fastapi","data science, go, devops, python","проектирования api, опыт работы с kafka, data science, python, clickhouse, go, kafka, postgresql, flask, airflow, kubernetes, redis, clickhouse и airflow, devops, ci/cd, fastapi",,,,,Lead,Software Developer,11,Москва,Санкт-Петербург
1000157422,Data engineer,НЛМК ИТ,Москва,True,2025-04-23 15:32:28+03:00,"Apache Spark, superset, Старший (Senior), docker, pyspark, kubernetes, kafka, Apache Airflow, dbt, flyway, Python, языков sql, python, airflow, Инженер по данным, redash, Apache NiFi, java",https://career.habr.com/vacancies/1000157422,"Опыт построения витрин данных; Опыт настройки ETL процессов; Практический опыт S3, Hadoop, ClickHouse, PostgreSQL; Знание Superset, Redash; Опыт работы с PySpark, Kafka, Airflow, DBT, flyway; Знание языков SQL, Python, Java (опционально); Опыт использования FastAPI (опционально); Опыт работы с Docker, Kubernetes.","ДМС, санаторно-курортное лечение; Корпоративная мобильная связь; Консультации юриста, психолога, финансового советника, эксперта по ЗОЖ; Дистанционные (телемедицинские) онлайн-консультации врачей; Программы комплексного медицинского обследования Check up; Частичная компенсация стоимости корпоративного питания; Корпоративный спорт: возможности занятий спортом, спортивные соревнования, семейные спортивные праздники; Детские новогодние подарки, детский отдых на льготных условиях; Ежегодная индексация зарплаты; Премия за достижение ключевых показателей; Корпоративная пенсионная программа; Уникальные технологические и инновационные проекты; Открытая корпоративная культура для новых идей и предложений; Высокие стандарты безопасности труда и культуры производства; Современное технологичное оборудование; Возможности для саморазвития и обучения – Корпоративный и Технологический университет, электронные библиотеки, участие в конференциях, содействие в повышении квалификации, программы профессионального и карьерного развития, изучение иностранного языка, развитие наставничества; Программы поощрения сотрудников.",Липецк,,,,True,,"redash, docker, sql, dbt, superset, java, etl, flyway, python, clickhouse, pyspark, kafka, postgresql, kubernetes, airflow, fastapi, hadoop",,"redash, docker, sql, superset, dbt, java, etl, python, clickhouse, pyspark, kafka, postgresql, kubernetes, airflow, hadoop, fastapi, flyway",,,,,,Data Engineer,18,Москва,Липецк
1000157337,Data steward,Петрович-Тех,,True,2025-04-21 13:38:11+03:00,"Средний (Middle), коммуникации и презентации материалов, SQL, Python, python, практикой их разработки и применения, Инженер по данным, sql",https://career.habr.com/vacancies/1000157337,"понимание процессов Data Governance: Data Quality, инструмента Business Glossary, Data Catalog и владение практикой их разработки и применения; опыт работы в одной из ролей Data Governance, от двух лет (роли: Data Steward, Data Owner, Data Officer) или релевантный опыт в должности системного аналитика; понимание жизненного цикла данных, data lineage моделей данных; понимание работы современных СУБД и различных технологиях хранения данных (в т.ч. облачных); хорошие навыки коммуникации и презентации материалов; знание Python; уверенное знание SQL. Задачи: создание процесса по постепенному развитию областей знаний Data governance, начиная с инструмента и процессов работы с Business Glossary, Data Catalog, Data quality, Data management; формализация процессов управления данными, участие в разработке и внедрении методологии, процессов и процедур Data Governance; встречи с представителями бизнес-доменов для организации процессов по ведению Business Glossary, определения владельцев данных, сбора требований к данным; формирование метрик и показателей для продуктов и владельцев данных; контроль процесса Data Quality (наличие и работа проверок качества данных для чувствительных данных домена); оценка рисков и бенефитов внедрения процессов работы с данными.","полностью белую ЗП; полис ДМС через 3 месяца, ДМС+стоматология через год; участие в конференциях и обучение; йога в офисе, команды по баскетболу, волейболу, футболу; график работы: 5/2, удаленный формат работы, но можно работать в нашем уютном и лучшем офисе Санкт-Петербурга на Беговой, у нас есть парковка, велопарковка и корпоративный транспорт от м. Черная речка, м. Лесная до офиса и обратно; чай, печеньки и кофемашина (любой напиток на выбор);) врач в офисе (1 раз в неделю); ""Бери с собой друзей!"" — за каждого сотрудника, трудоустроенного по твоей рекомендации, ты получишь интересное денежное вознаграждение.",Полный рабочий день,,,,True,,"коммуникации и презентации материалов, sql, python",,"коммуникации и презентации материалов, sql, python",,,,,,,8,,Полный рабочий день
1000145496,Senior Data Analyst,Звук,Москва,True,2025-04-21 12:33:18+03:00,"Старший (Senior), SQL, Apache Airflow, dbt, Python, sql на продвинутом уровне, python в части анализа и обработки данных, airflow, Аналитик по данным, BI",https://career.habr.com/vacancies/1000145496,"Чем нужно будет заниматься: Анализ, оптимизация и документация алгоритмов расчета (SQL, Python); Исследование и изучение данных; Участие в разработке архитектуры данных, формирование логики наполнения и хранения данных; Построение и поддержка ETL процессов (автоматизация предобработки исходных данных и их хранения, создание витрин данных); Участие в переходе отчетности на новые источники данных; Разработка отчетности. Откликайся на вакансию, если у тебя есть: Опыт работы в роли аналитика данных от 3х лет; Свободное владение SQL на продвинутом уровне (умение использовать агрегатные функции, CTE, вложенные запросы, функции преобразования типов и работы со строками); Опыт построения витрин данных и регулярной отчетности; Знание Python в части анализа и обработки данных; Умение самостоятельно разбираться в чужом коде, выявлять ошибки (технические и смысловые); Опыт сверки данных, умение разбираться в незнакомых данных, искать аномалии, дубли, некорректные значения; Опыт документирования процесса/результата. Будут плюсом: Опыт работы с Airflow, dbt; Умение работать с репозиториями (GitLab); Опыт разработки отчетности и визуализации данных в BI инструментах (FineBi, Superset, Tableau, Power BI); Опыт работы в контент-сервисах.","Становимся лучшими версиями себя отправляем на конференции и профессионально коучим спикеров организовываем обучение под ключ растим своих менторов развиваем внутренние коммьюнити: от бегунов до КВНщиков Знаем, как оставаться в ресурсе и в потоке оформляем фуллхаус ДМС с первого дня: с ежегодными чекапами, полисом путешественника и ведением беременности. И даже ДМС для питомцев! 100% компенсируем больничный до 15 календарных дней в год оплачиваем сессии с психологами «Ясно» предоставляем 6 дополнительных days off в год треним в офисном спортзале и компенсируем затраты на спорт Создаем только комфортные вайбы работаем в стильных офисах у м. Кутузовская поддерживаем гибкий формат работы и начала рабочего дня обеспечиваем преимущества работы в аккредитованной IT‑компании каждого нового сотрудника сопровождаем поддержкой бадди для быстрой и комфортной адаптации вручаем подарки на годовщины и одеваем в стилевый мерч устраиваем свои мощные тусовки и дарим проходки на концерты артистов",Полный рабочий день,,,,True,,"power bi, sql, dbt, etl, tableau, python в части анализа и обработки данных, python, airflow",,"power bi, sql, dbt, etl, tableau, python в части анализа и обработки данных, python, airflow",,,,,Senior,Data Analyst,10,Москва,Полный рабочий день
1000157332,Data Engineer (Middle),Strikt,,True,2025-04-21 11:26:40+03:00,"Средний (Middle), Apache Kafka, RabbitMQ, SQL, kafka, понимание логики работы опыт работы с clickhouse, Python, Kubernetes, Инженер по данным, PostgreSQL, MongoDB, postgresql, python и sql опыт работы с kafka",https://career.habr.com/vacancies/1000157332,"Уверенное знание Python и SQL Опыт работы с Kafka, понимание логики работы Опыт работы с ClickHouse, PostgreSQL, (оптимизация, репликация, настройка инфраструктуры) Понимание Dagster или аналогов (Airflow) Активность и увлечённость своей работой Будет плюсом: Английский язык на уровне чтения технической документации Понимание принципов CI/CD","Полностью удалённая работа Оформление по договору с самозанятыми, ИП Рыночный уровень заработной платы в зависимости от навыков кандидата Интересные проекты Возможность профессионального роста и развития в сильной команде специалистов.",Неполный рабочий день,180000.0,RUB,,True,,"sql, python, clickhouse, kafka, postgresql, airflow, ci/cd",,"sql, python, clickhouse, kafka, postgresql, airflow, ci/cd",153000.0,153000.0,100K-200K,,Middle,Data Engineer,13,,Неполный рабочий день
1000157294,Junior Data Scientist,Strikt,Москва,True,2025-04-21 10:49:48+03:00,"Машинное обучение, Ученый по данным, Большие данные, jupyter notebook, SQL, методов кластеризации, NumPy, Python, Базы данных, python и знание основных библиотек, sql и понимание принципов работы с реляционными бд, Анализ данных, основных библиотек, Младший (Junior), PostgreSQL, NLP, Jupyter Notebook",https://career.habr.com/vacancies/1000157294,"Ожидание от кандидата: Высшее техническое или математическое образование, либо ты студент последних курсов; Базовые знания в области машинного обучения и анализа данных; Понимание ключевых алгоритмов ML: линейные модели, деревья решений, ансамбли; Знание методов кластеризации (например, KMeans, DBSCAN) и их применения к текстовым данным. Понимание принципов работы скользящего окна и его применения в анализе последовательностей. Уверенные навыки Python и знание основных библиотек:pandas, numpy, matplotlib, scikit-learn; Опыт работы с Jupyter Notebook; Знание SQL и понимание принципов работы с реляционными БД; Базовые знания в области обработки естественного языка (NLP) и понимание работы трансформеров (например, BERT, RoBERTa). Способность работать с большими объёмами данных и оптимизировать производительность моделей. Будет плюсом: Английский язык на уровне чтения технической документации Понимание принципов CI/CD Чем предстоит заниматься: Участвовать в разработке моделей машинного обучения для анализа текстовых и табличных данных; Поддерживать и развивать пайплайны обработки текстов: от предобработки до эмбеддингов и кластеризации; Изучать и применять современные NLP-модели: BERT, GPT и другие; Работать с SQL и Python для извлечения, очистки и визуализации данных.","Полностью удалённая работа; Оформление по договору с самозанятыми, ИП; Интересные проекты; Возможность профессионального роста и развития в сильной команде специалистов.",Санкт-Петербург,100000.0,RUB,,True,,"matplotlib, sql, jupyter notebook, numpy, scikit-learn, python, ml, ci/cd, pandas, sql и понимание принципов работы с реляционными бд",,"matplotlib, sql, jupyter notebook, numpy, scikit-learn, python, ml, ci/cd, pandas, sql и понимание принципов работы с реляционными бд",85000.0,85000.0,до 100K,,Junior,Data Scientist,17,Москва,Санкт-Петербург
1000155241,Senior data analytic,Национальная Лотерея,Москва,False,2025-04-14 17:21:00+03:00,"Старший (Senior), SQL, автоматизации отчётности, Python, sql и инструментами извлечения данных, excel и power query, Аналитик по данным",https://career.habr.com/vacancies/1000155241,"Мы ожидаем : Опыт работы аналитиком со схожими задачами от 5 лет; Математическая статистика, машинное обучение, базы данных, визуализация; Владение Excel и Power Query, SQL и инструментами извлечения данных (JDBC, ODBC), Python и Jupyter Notebook; Умение интерпретировать результаты расчётов и презентовать их на языке бизнеса; Навыки автоматизации отчётности (Python, AirFlow или подобное); Умение объединять данные из разных источников и искать стыки – по какому параметру данные из разных баз можно «связать».","Мы предлагаем: Оформление согласно ТК РФ; Гибридный формат работы после испытательного срока (м. Павелецкая); График работы 5/2, время работы 9-18/10-19; Реальная возможность карьерного роста - штат компании за последний год увеличился в два раза, в первую очередь мы рассматриваем кандидатов на повышение из внутреннего кадрового резерва; ДМС со стоматологией после испытательного срока; Современный стек технологий, масштабные интересные задачи; Корпоративная скидка для сотрудников на покупки через BestBenefits — сервису скидок и привилегий для приобретения различных товаров и услуг; Доступ к электронной корпоративной библиотеке; Возможность найти друзей по интересам — в офисе есть команда футбольного клуба, обучающий портал и много других интересных мероприятий.",,,,,False,,"excel, airflow, sql, python",,"excel, python, sql, airflow",,,,,Senior,,7,Москва,
1000155452,DevOps-инженер в Data platform,Национальная Лотерея,Москва,True,2025-04-14 17:20:08+03:00,"Старший (Senior), Greenplum, DevOps-инженер, стека сетевых технологий, ClickHouse",https://career.habr.com/vacancies/1000155452,МЫ ОЖИДАЕМ: Релевантный опыт работы DevOps engineer/DBA более трех лет; Linux на уровне администратора; Ansible; Gitlab CI/CD; Argo CD; Docker/Compose; Kubernetes; Harbor; Vault; Nginx; Rancher; Portainer; Знание стека сетевых технологий; Умение настроить логирование информации о работе сервисов с помощью OpenSearch.,"МЫ ПРЕДЛАГАЕМ: Оформление согласно ТК РФ; Возможен офисный, гибридный или удаленный формат работы; График работы 5/2, время работы 9-18/10-19; Реальная возможность карьерного роста - штат компании за последний год увеличился в два раза, в первую очередь мы рассматриваем кандидатов на повышение из внутреннего кадрового резерва; ДМС со стоматологией после испытательного срока; Современный стек технологий, масштабные интересные задачи; Корпоративная скидка для сотрудников на покупки через BestBenefits — сервису скидок и привилегий для приобретения различных товаров и услуг; Доступ к электронной корпоративной библиотеке; Возможность найти друзей по интересам — в офисе есть команда футбольного клуба, обучающий портал и много других интересных мероприятий.",Полный рабочий день,,,,True,,"docker, linux, стека сетевых технологий, devops, kubernetes, ci/cd",,"docker, linux, стека сетевых технологий, kubernetes, devops, ci/cd",,,,,,DevOps Engineer,5,Москва,Полный рабочий день
1000156781,Machine Learning Engineer,Netwrk,Ижевск,False,2025-04-10 15:39:37+03:00,"Компьютерное зрение, Computer Science, linux, Старший (Senior), pytorch, Машинное обучение, технического английского, алгоритмов и структур данных, Python, фреймворками для инферейса нейронных сетей, Инженер по компьютерному зрению, NumPy, PyTorch",https://career.habr.com/vacancies/1000156781,"Хорошие знания математики: линейная алгебра, теория вероятности, статистика, численные методы, мат. анализ, графы; Отличные знания Python; Опыт решения задач компьютерного зрения: OpenCV; Опыт обучения нейронных сетей. Понимание основ машинного обучения. Знание PyTorch; Знакомство с библиотеками для анализа данных: numpy, pandas; Знание технического английского. Будет плюсом: Знание (С/С++, STL) или С#. Опыт работы с Linux (cmake, bash); Опыт работы с фреймворками для инферейса нейронных сетей (TensorRT / ONNX Runtime); Знание алгоритмов и структур данных; Опыт разработки многопоточных приложений.","работа в аккредитованной IT компании; оформление в соответствии с ТК РФ (белая ЗП, выплаты больничных и отпускных); ежегодная индексация заработной платы; премия по результатам работы за квартал/год; оплата такси до офиса и обратно (до 20 тыс. в месяц); ДМС-получение услуг в соответствии со стажем работы в компании; организованное питание (завтрак, обед, ужин – все вместе 150 руб./день) на территории компании; комфортные условия труда (современные ПК, два монитора, дооснащение по просьбе сотрудника); дополнительные выплаты при важных событиях в жизни (рождение ребенка, свадьба и тд); подарки к праздникам для детей; путевки в детские лагеря; компенсация затрат на переезд, материальная помощь при аренде жилья.",Полный рабочий день,,,,False,,"linux, numpy, python, алгоритмов и структур данных, pytorch, технического английского, bash, pandas",,"linux, numpy, python, алгоритмов и структур данных, pytorch, технического английского, bash, pandas",,,,,,ML Engineer,13,Ижевск,Полный рабочий день
1000156780,Data scientist,Netwrk,Ижевск,False,2025-04-10 15:39:37+03:00,"Ученый по данным, современных архитектур нейронных сетей, clickhouse, Python, построения математических моделей, Компьютерное зрение, Машинное обучение, ClickHouse, NumPy, одного из фреймворков машинного обучения, современных инструментов ml, git, Git, методов статистического анализа данных, python, MatPlotLib, теория графов, Pandas, реляционными бд, PostgreSQL, postgresql",https://career.habr.com/vacancies/1000156780,"Знание современных инструментов ML\DS; Отличное знание Python; Знакомство с библиотеками для анализа данных: numpy, pandas, matplotlib или seaborn; Опыт решения задач компьютерного зрения: OpenCV; Опыт работы с реляционными БД (свободное составление и чтение запросов); Желательно знание Clickhouse, PostgreSQL; Опыт работы с Git; Знание методов статистического анализа данных, построения математических моделей, теория графов; Опыт обучения нейронных сетей. Понимание основ машинного обучения. Знание современных архитектур нейронных сетей. Опыт практического применения нейронных сетей в проектах; Знание одного из фреймворков машинного обучения (например: TensorFlow, CNTK, Keras, PyTorch, Caffe, Nvidia TLT и т.д.).","работа в аккредитованной IT компании; оформление в соответствии с ТК РФ (белая ЗП, выплаты больничных и отпускных); ежегодная индексация заработной платы; премия по результатам работы за квартал/год; ДМС-получение услуг в соответствии со стажем работы в компании; оплата такси до офиса и обратно (до 20 тыс. в месяц); организованное питание (завтрак, обед, ужин – все вместе 150 руб./день) на территории компании; комфортные условия труда (современные ПК, два монитора, дооснащение по просьбе сотрудника); дополнительные выплаты при важных событиях в жизни (рождение ребенка, свадьба и тд) подарки к праздникам для детей; путевки в детские лагеря; компенсация затрат на переезд, материальная помощь при аренде жилья.",Полный рабочий день,,,,False,,"tensorflow, matplotlib, современных архитектур нейронных сетей, теория графов, git, numpy, методов статистического анализа данных, python, clickhouse, postgresql, pytorch, построения математических моделей, ml, pandas",,"tensorflow, matplotlib, теория графов, git, numpy, методов статистического анализа данных, python, clickhouse, ml, pandas, postgresql, pytorch, современных архитектур нейронных сетей, построения математических моделей",,,,,,Data Scientist,21,Ижевск,Полный рабочий день
1000157647,Senior/Lead DS (Рекомендательные системы),GRI,Москва,False,2025-05-05 10:59:39+03:00,"Pandas, Python, sql знание python, основ теории вероятностей, Старший (Senior), Ученый по данным, Apache Airflow, Flask, SQL, FastAPI, математической статистики и машинного обучения, ETL",https://career.habr.com/vacancies/1000157647,"Компания GRI в поисках Senior/Lead Data Scientist на проект по разработке рекомендательных систем. Чем предстоит заниматься: Отвечать за весь процесс разработки рекомендательных систем (видео, карточка товара) Разработка и обучение моделей машинного обучения Оценка эффективности моделей Разработка автоматизированных процессов обучения и прогнозирования моделей Интеграция моделей в рабочие системы API, ETL Работа со сторонними командами аналитики, инженерами данных и менеджерами от бизнеса Выявление скрытых закономерностей и трендов. Что мы ожидаем от тебя: Опыт от 3х лет в ecom/retail/video/streaming Опыт разработки рекомендательных систем, которые влияют на продажи Опыт взаимодействия с бизнесом для выявления бизнес требований Уверенное знание SQL Знание Python (pandas, scikit-learn, xgboost) Знание основ теории вероятностей, математической статистики и машинного обучения.","Что мы предлагаем: Интересная работа в аккредитованной ИТ-компании Действительно крутые проекты Современное оборудование Большое количество скидок от наших партнеров на спорт, обучение и питание",,,,,False,3.0,"математической статистики и машинного обучения, основ теории вероятностей, sql, etl, scikit-learn, python, pandas",,"математической статистики и машинного обучения, основ теории вероятностей, sql, etl, scikit-learn, python, pandas",,,,Middle (3-4 года),Middle,,12,Москва,
1000144613,Lead/Senior Automation QA (Python or Java),Группа Астра,Москва,True,2025-05-05 10:41:46+03:00,"Ведущий (Lead), Linux, Python, автоматизацией тестирования на python или java от 4, CI/CD, Docker, методологий тестирования и процессов контроля качества умение работать с системами управления тестированием и отслеживания ошибок обязателен опыт работы с ос linux понимание agile, Разработка тест-кейсов, scrum обязанности, Инженер по автоматизации тестирования, Тестирование UI, Java, Тестирование API, ручным тестированием знание методологий тестирования и процессов контроля качества умение работать с системами управления тестированием и отслеживания ошибок обязателен опыт работы с ос linux понимание agile",https://career.habr.com/vacancies/1000144613,"Ищем играющего тренера до набора команды, первое время выполнение функционала ведущего инженера по автоматизации (фронтенд, бэкенд), авто и ручное (при необходимости). Требования: Опыт работы с автоматизацией тестирования на Python или Java от 4-х лет (backend, frontend, файловая система) Опыт работы с ручным тестированием Знание методологий тестирования и процессов контроля качества Умение работать с системами управления тестированием и отслеживания ошибок Обязателен опыт работы с ОС Linux Понимание Agile, Scrum Обязанности: Создание и внедрение стратегии тестирования, соответствующей целям и задачам компании Внедрение и поддержка автоматизированных инструментов тестирования Набор, обучение и развитие команды QA Распределение задач и управление рабочими процессами внутри команды Оптимизация процессов тестирования для повышения эффективности и сокращения времени на тестирование Тесное взаимодействие с отделами разработки Отчетность о статусе тестирования, проблемах качества и рисках Мониторинг и анализ показателей качества Инициирование и руководство проектами по улучшению качества и процессов тестирования","Уверенность в будущем. Мы чтим ТК РФ: у нас стабильный и прозрачный ""белый"" доход, и полноценный соцпакет Забота о здоровье . Оформим полис ДМС со стоматологией График в твоем ритме. Мы здесь ради результата, а не процесса. Начинай свой рабочий день, когда тебе удобно, просто договорись с руководителем. У нас не принято стоять с секундомером на проходной, а вот пунктуальность на общих встречах мы ценим, так как бережно относимся к времени коллег​​​​",Санкт-Петербург,,,,True,5.0,"тестирование, qa, linux, java, backend, python, frontend",,"тестирование, qa, linux, java, backend, python, frontend",,,,Senior (5-6 лет),Senior,,14,Москва,Санкт-Петербург
1000144261,Системный инженер (Linux и виртуализация),Cloud.ru,Москва,False,2025-05-05 10:28:56+03:00,"kubernetes, Системный инженер, Docker, и опыт работы с openstack, и опыт работы с astra linux, alt linux, и опыт работы с terraform, администрирования linux, Linux, DevOps, и опыт работы с kubernetes, Bash, бд postgresql, astra linux, Средний (Middle), Ansible, Python, и работы с платформой базис, openstack, Terraform, terraform",https://career.habr.com/vacancies/1000144261,"Обязанности: Автоматизация развертывания и конфигурирования платформ виртуализации и операционных систем; Разработка сценариев Ansible для конфигурирования виртуальных машин и настройки сервисов; Написание и настройка сценариев Terraform для развертывания виртуальных машин; Добавление новых образов ОС, адаптация автоматизации к новым дизайнам подов; Управление процессами CI/CD на базе GitLab. Мы ждём, что вы: Имеете опыт разработки автоматизаций с использованием Python, Ansible, Terraform и других инструментов; Есть уверенные навыки администрирования Linux; Обладаете знаниями и опытом в области виртуализации и контейнеризации (kvm, libvirt, docker etc); А также есть знания SQL, включая опыт работы с БД PostgreSQL. Будет плюсом: Знание и опыт работы с Terraform; Знание и опыт работы с Kubernetes; Знание и опыт работы с OpenStack; Знания в области компьютерных сетей и маршрутизации, понимание работы NAT, Proxy, Load Balancer, Firewall, VXLAN, концепции Software Defined Network; Знание и опыт работы с Astra Linux, ALT Linux; Знание и работы с платформой Базис (basistech.ru).","Работа в Cloud.ru — это: Комфортная среда Оформление в соответствии с трудовым законодательством РФ Достойный уровень дохода: оклад + годовой бонус Расширенный ДМС со стоматологией Компенсация спорта Штатный терапевт и психолог Классный офис в Москве и коворкинги в разных городах России Возможность работать удаленно на территории РФ (зависит от функционала и позиции) Культура, в основе которой эмпатия, уважение, открытость и свобода строить рабочий процесс так, как считаешь нужным Полезные перекусы Место, где ты растешь Индивидуальный план развития и обучение за счет компании Возможность вертикального и горизонтального роста Возможность развиваться как эксперту: выступать на мероприятиях, писать статьи Крутая команда Профессиональные сообщества и клубы по интересам Неформальные мероприятия: от футбольного клуба до посиделок с пиццей Еще у нас Льготная программа ипотечного и потребительского кредитования Материальная помощь при рождении детей и других семейных обстоятельствах Бонусы за рекомендации кандидатов на открытые вакансии Бонусные программы от компаний партнеров",Самара,,,,True,,"docker, и опыт работы с terraform, sql, openstack, linux, и опыт работы с astra linux, python, alt linux, администрирования linux, kubernetes, postgresql, и опыт работы с kubernetes, бд postgresql, terraform, astra linux, ci/cd, и опыт работы с openstack",,"и опыт работы с terraform, docker, sql, openstack, linux, и опыт работы с astra linux, python, alt linux, администрирования linux, kubernetes, postgresql, и опыт работы с kubernetes, бд postgresql, terraform, astra linux, ci/cd, и опыт работы с openstack",,,,,,Engineer,21,Москва,Самара
